-24.408,1.4664,3.7616,0.046975,2.9392,-0.12438,0.82275,0.054578,0.53089,0.0727,0.14874,-0.75611,0.023335,-0.31148,0.13612,30.785,-4.4023,-2.8424,2.39,-1.9149,-0.045568,-1.0483,1.8683,0.066614,1.1321,0.70673,1.05,1.1341,0.61917,-0.10266,3.5938,2.2256,-1.5913,1.2166,-0.69393,0.53558,-0.44829,0.094709,-0.26794,0.17062,-0.32415,0.08694,-0.081033,0.26393,2.0478,0.0090569,0.94499,-0.11731,0.64812,-0.30099,0.37009,-0.2641,0.21333,-0.29822,0.16366,-0.16464,0.2023,2.5118,-0.017464,0.87587,0.20563,0.4562,0.50936,0.14805,0.1777,0.17155,0.27808,-0.013326,0.054642,2.1525,0.21765,0.024832,0.31806,0.18804,0.14154,-0.13697,0.15255,0.023548,-0.019272,0.13956,1.2584,0.7636,0.10521,0.53065,0.1987,0.13358,0.31187,-0.023367,0.12763,-0.031836,1.1667,0.052556,0.4221,-0.0051285,0.35847,0.0053545,0.096073,0.012013,0.05399,0.94067,0.1702,0.29881,0.097472,0.26391,0.26375,0.092651,0.13146,0.88485,0.23543,0.030676,0.18281,0.041338,0.14923,0.13905,0.54159,0.2647,0.22085,0.10027,0.21725,0.071052,0.57488,0.16847,0.19894,0.084681,0.085887,0.62141,0.1919,0.17557,0.050415,0.46098,0.10213,0.031741,0.32739,0.15078,0.28371
-20.62,1.0451,3.561,0.0091497,2.1574,-0.72366,0.47112,-0.19138,0.37609,0.10326,0.7905,-0.098581,0.58088,-0.27071,0.21555,46.355,-2.5795,-2.5766,2.4851,-2.5794,-0.3023,-2.5347,0.53629,-0.17384,0.5152,-1.0817,-0.095469,-0.4479,0.20122,0.06115,4.799,3.7639,-0.37043,1.3385,-0.76632,0.8801,-0.20362,0.66985,-0.24481,0.69668,-0.08593,0.64766,-0.15769,0.23588,3.5364,0.63633,1.3348,-0.44909,0.75266,-0.21659,0.69715,-0.29517,0.59314,-0.18903,0.58075,-0.23623,0.2272,2.6072,0.7388,0.79682,-0.040129,0.5115,0.38894,0.051622,-0.1469,-0.13728,0.1416,-0.068697,0.19211,2.3231,0.92112,0.58883,0.28487,0.26448,0.19465,0.081533,0.10704,0.25661,0.13971,0.097351,1.7005,0.95047,0.60576,0.29829,0.29385,-0.044633,0.36073,-0.0091629,0.30217,0.065812,1.585,0.69807,0.50342,0.054684,0.45846,0.30758,0.28006,0.13255,0.19365,1.2902,0.43377,0.35757,0.18098,0.27218,0.25285,0.15372,0.2536,1.0137,0.50691,0.36199,0.22416,0.26455,0.14082,0.14828,0.93931,0.56577,0.38693,0.21684,0.28823,0.069471,0.99725,0.50317,0.40108,0.12453,0.16287,0.78012,0.30926,0.26,0.094282,0.56202,0.2107,0.15372,0.4152,0.16709,0.30968
-21.614,1.8293,4.098,-0.093082,1.748,-0.77153,0.85336,-0.2196,0.67907,-0.14279,0.85445,-0.12447,0.60684,-0.092958,0.54567,23.874,-3.8658,-2.6609,1.58,-2.4443,0.85182,-0.5358,0.27956,0.35166,0.023625,-0.62899,0.32395,-0.53022,0.12552,-0.038665,3.283,2.0305,-1.7783,1.3296,-1.1935,0.27924,-0.13206,-0.072013,0.050161,0.61472,-0.14082,0.3716,-0.16346,0.12939,1.6107,-0.49241,0.89208,-0.49564,0.36276,-0.11549,0.14742,-0.0097696,0.43438,-0.11591,0.3283,-0.077227,0.16382,2.455,-0.28557,1.4685,0.21308,0.12869,0.45885,-0.036747,-0.37284,0.089313,-0.055372,0.19351,0.077496,1.6461,0.030061,0.096485,0.13973,-0.049125,0.2118,0.19942,0.052981,0.056328,-0.045739,0.047582,1.5481,0.62161,0.22408,0.39572,0.038788,-0.26742,0.19265,-0.028954,0.28247,0.018764,0.95698,0.40424,0.38481,0.06508,0.2305,0.079849,0.27031,0.14721,0.093416,0.76301,0.2718,0.22835,0.14906,0.12476,0.10508,-0.0064449,0.027559,0.64238,0.14409,0.025059,0.1117,0.11808,0.12109,0.11467,0.34249,0.25607,0.099533,0.051035,-0.0311,-0.050531,0.57381,0.16594,0.21528,-0.076965,0.015376,0.41015,0.14279,0.09712,0.046015,0.45024,0.21165,0.16155,0.43813,0.31857,0.45363
-26.207,4.096,4.1249,-3.0136,4.5356,-0.68459,1.2293,0.57882,-0.13572,0.31959,0.62082,-0.13845,0.30108,-0.22066,0.026468,21.531,-4.3524,-3.5696,-0.24057,-2.3758,-0.42845,-0.83893,1.4845,0.064641,0.31631,-0.31139,0.63485,-0.52051,-0.2914,0.07981,2.5897,1.811,-0.7844,0.25984,-0.35979,0.80563,-0.34872,0.29323,-0.29758,0.30044,-0.27625,0.1526,0.018993,0.15459,1.6365,0.11594,0.18871,-0.23324,0.45288,-0.41774,0.21313,-0.333,0.20341,-0.22872,0.25824,0.022543,0.10629,1.8069,0.19691,0.17752,-0.73086,-0.2571,-0.15587,-0.088206,-0.1768,-0.019266,0.313,0.051802,-0.032095,1.1516,0.18575,-0.34863,-0.0793,-0.21326,0.1662,-0.11846,-0.032181,0.012069,0.079968,-0.020034,0.89017,0.50394,-0.24144,-0.11106,-0.12646,-0.098502,0.12153,-0.12356,0.14866,-0.11531,1.3806,-0.0042009,0.11348,-0.36127,0.19125,-0.050392,-0.091103,0.022986,0.0089904,0.68433,0.056839,0.11026,-0.052084,-0.03565,-0.020191,-0.12482,0.042519,0.55448,0.11462,-0.040892,-0.05207,-0.063049,-0.0075768,0.024372,0.53347,0.13991,-0.045522,-0.09658,-0.020731,-0.049432,0.42948,0.048889,-0.015997,-0.059233,0.016097,0.41154,0.021679,-0.0097234,-0.072318,0.41297,0.054135,-0.064772,0.24029,0.045595,0.23289
-17.119,2.235,3.5414,-1.65,2.0952,-0.96079,0.67468,-0.20574,0.60451,0.28818,0.7556,0.098353,0.43049,-0.38546,-0.1643,5.5405,-0.957,-0.98478,-0.65717,-0.66598,-0.44339,-0.17936,0.61885,0.2177,0.19091,-0.16556,0.039616,-0.0049578,-0.13462,-0.063598,1.6808,0.99408,-1.0543,-0.26714,-0.52363,0.51211,-0.29064,0.26414,-0.13872,0.30459,-0.073953,0.18614,-0.078379,-0.0099379,0.95844,0.083118,0.055456,-0.13277,0.26661,-0.28902,0.12258,-0.1903,0.1228,-0.13107,0.1398,-0.070176,0.0086009,2.4213,1.0694,1.0015,-0.55355,-0.14614,-0.33882,-0.02273,-0.34857,-0.075971,-0.13069,0.14146,0.10554,1.7184,0.68381,-0.71246,-0.23806,-0.39284,0.21582,-0.32489,0.18576,-0.17239,0.14634,0.016177,0.88418,-0.05993,-0.15989,-0.17058,0.036794,-0.18842,0.061952,-0.18145,0.17222,0.0079064,0.89333,0.2884,0.26458,-0.1357,0.26772,-0.18698,0.10052,-0.071645,0.0086354,0.80929,0.16918,0.10354,0.046856,-0.088929,0.080843,-0.097087,0.067581,0.53543,0.11295,0.1003,-0.018192,0.024914,-0.030088,0.02235,0.38008,0.12805,0.015891,-0.017437,0.066292,0.015726,0.39811,0.035066,0.091732,-0.026443,0.040223,0.44437,0.049539,0.037138,-0.029612,0.32468,0.060114,-0.018856,0.28777,0.11608,0.2267
-18.439,1.7071,2.8137,-2.4964,1.9171,-0.90802,0.75497,-0.073842,1.041,0.53954,0.53534,-0.080204,-0.0031488,-0.14044,-0.013243,18.482,-0.48085,-2.3457,-3.7173,-1.1927,-0.47726,0.49788,0.8262,0.51144,0.96868,0.22537,0.26398,-0.37581,0.34568,0.040662,0.86786,0.74266,0.05034,-0.030566,-0.11756,0.27543,-0.14171,0.11003,-0.08907,0.24809,-0.03452,0.19091,-0.042324,0.0032304,1.1166,0.93429,0.16094,-0.028071,0.054938,-0.25897,0.13818,-0.17165,0.18832,-0.017556,0.29686,-0.067305,0.0013115,2.3281,0.89974,0.12327,-0.93938,-0.22589,-0.2496,-0.096357,-0.14775,0.17587,0.49158,0.088355,-0.02119,1.2572,0.011762,-0.99253,0.0092856,-0.29426,0.18312,-0.31357,0.24132,0.16708,0.16781,-0.023731,0.79543,0.77773,0.055271,-0.0011529,-0.16339,-0.064541,-0.12299,-0.26556,0.00911,0.052547,2.0419,0.27594,0.39471,-0.30951,0.33114,-0.44418,-0.42301,-0.19956,0.11005,0.54556,0.1995,0.097789,-0.053634,-0.064953,-0.05383,-0.023535,0.036236,0.69566,0.20056,0.11835,-0.061708,-0.10751,-0.075806,0.0094052,0.48544,0.17429,0.090576,0.06405,0.073601,-0.061936,0.52144,0.063202,0.10584,-0.042382,-0.0092149,0.43327,0.20505,0.10186,-0.029835,0.5689,0.16101,-0.069581,0.23004,0.03919,0.15927
-33.586,2.7702,5.8625,0.93284,2.5743,0.038452,2.0647,-0.38962,1.5691,0.0097571,1.1977,-0.64873,0.65305,-0.58821,0.055737,28.414,-3.6705,-5.7089,-2.208,-1.9114,-0.36625,-2.9852,0.55273,-1.8936,1.2608,-0.75905,1.6487,-1.0114,0.45406,-0.90018,3.074,1.684,-2.0866,0.43034,-0.93089,0.72971,-0.082088,0.61334,-0.022535,0.299,-0.1015,0.047125,-0.34804,-0.17025,2.1232,0.38968,0.62521,-0.13206,0.90802,-0.31441,0.64702,-0.48394,0.30467,-0.3703,0.32484,-0.24144,0.12412,3.5917,0.17091,1.0809,-0.03889,-0.37659,-0.11736,-0.67346,-0.10121,-0.322,0.37528,0.24967,0.46568,1.2864,0.2925,0.21933,-0.081253,0.11648,-0.01718,-0.0078999,-0.078262,0.062547,-0.005676,0.12061,0.7644,0.20935,-0.092279,-0.073145,-0.16745,-0.058105,-0.029902,0.022352,0.15518,0.14324,0.99604,0.14736,0.42346,-0.21595,0.24388,-0.23069,0.086059,-0.17448,0.041935,0.51734,0.099371,0.17352,-0.013025,-0.042538,-0.057436,-0.082302,-0.012823,0.63158,0.034853,0.1003,-0.15638,0.0055278,-0.13077,0.058061,0.49633,0.078055,0.049126,-0.1576,-0.024168,-0.082041,0.30734,0.024361,0.040515,-0.10171,-0.0097347,0.44413,0.049084,0.098802,-0.10503,0.35763,0.084559,0.0029022,0.2991,0.11865,0.29872
-33.672,4.8634,5.5688,-3.7482,2.0324,-3.3006,0.51785,-0.80774,0.34464,-0.33613,1.1948,-0.65542,0.20193,-0.90996,0.5099,44.762,-8.6536,-6.3549,-1.5916,-5.5928,-1.532,-1.6875,-0.55685,-1.8779,-1.5341,-1.4681,-1.158,-0.9897,0.33856,0.81621,7.1058,4.6748,-1.6526,3.1431,-0.43934,1.4331,0.17456,0.1246,-0.62218,0.1309,0.23496,0.36256,-0.7258,-0.92179,3.9086,0.8266,2.6789,0.49475,1.0618,0.056,0.26731,-0.51443,0.056133,0.28861,0.42835,-0.53101,-0.75966,6.464,1.8039,3.1507,-0.25773,0.018316,0.4887,0.26968,-0.22757,0.80262,0.63302,0.39781,-0.14593,4.1955,1.4825,0.0067118,-0.052529,-0.26162,-0.0079553,-0.33767,0.72482,0.2272,-0.28342,-0.93822,2.6807,0.55606,0.080277,0.52065,0.26778,-0.21108,0.91974,0.23542,0.44134,-0.36279,1.4964,0.6054,0.55952,-0.16932,0.12128,0.074243,0.11099,-0.026617,-0.14414,1.0662,0.3288,0.11949,0.0023322,-0.15198,0.072739,-0.0090323,0.19072,1.6893,0.50715,0.028022,0.12097,0.2211,0.44388,0.70441,0.8667,0.36133,0.15387,0.084616,0.29827,0.24194,0.67932,0.25556,0.092386,-0.040183,0.0031563,1.1761,0.24813,0.154,-0.30033,0.53034,0.20618,0.086222,0.74464,0.63976,1.3915
-19.189,1.7314,3.2741,-1.1441,3.2169,-0.48171,0.52046,0.22478,0.50473,0.56504,0.67389,0.23783,0.3195,-0.21734,-0.016709,12.107,-2.3085,-2.1994,-1.0425,-1.1571,-1.1689,-1.681,0.24339,0.36762,0.93211,-0.48834,-0.17384,-0.53816,-0.076155,-0.012599,1.9554,1.2334,-0.79384,0.3243,-0.45494,0.45957,-0.13021,0.0084749,-0.19263,0.34521,-0.039033,0.13053,-0.26819,-0.015949,1.2612,0.37395,0.23203,0.035953,0.46856,-0.28878,-0.0090859,-0.38382,0.18629,-0.088251,0.22709,-0.1283,-0.028657,2.3066,0.11953,1.1195,0.22882,-0.31103,-0.21529,-0.51385,-0.26945,-0.098601,0.22127,0.28,0.029035,1.5862,0.20549,-0.40973,0.039516,-0.21623,0.3094,-0.18736,0.077591,-0.0027878,0.1042,-0.094667,1.1466,0.59457,-0.10679,-0.15674,-0.35716,-0.24378,-0.12009,-0.058254,0.22074,0.013691,1.2167,0.20518,0.047375,-0.46955,0.13422,-0.29009,-0.012992,-0.12816,0.046762,0.71605,0.16559,0.19399,-0.0088397,-0.099497,-0.040128,-0.12304,0.033317,0.63108,0.30776,0.099771,-0.020997,-0.16008,-0.051595,0.039401,0.76948,0.19626,0.045416,-0.10244,-0.00068692,-0.070702,0.54423,0.15843,0.041579,-0.14933,0.015215,0.52339,0.13874,0.060901,0.011772,0.49169,0.12638,-0.092556,0.34864,0.051326,0.23553
-19.077,0.36326,3.001,0.36128,1.8284,-0.60521,-0.014782,-0.51281,-0.014226,0.37836,0.89895,-0.37998,-0.038481,-0.27804,0.083215,7.4935,0.20324,-0.37664,-1.0316,-0.31121,-0.16064,0.18429,0.18518,0.49149,-0.15209,-0.26275,0.59833,0.61803,0.27912,-0.040344,0.92494,0.64035,-0.28829,0.1066,-0.142,0.28689,-0.061863,0.15187,-0.057546,0.19362,0.059648,0.19361,0.038657,0.050207,0.82938,0.49497,0.21844,0.014498,0.2023,-0.080857,0.12127,-0.054362,0.22118,-0.044956,0.14426,-0.006976,0.10337,1.5405,0.33749,0.46105,0.030533,0.061319,-0.022448,-0.048586,-0.005533,-0.20789,-0.078172,-0.075975,0.11827,0.93691,0.28074,-0.12104,-0.015504,-0.069839,0.18041,-0.0065626,0.064122,-0.022373,0.066436,0.015426,0.63124,0.35552,0.088074,-0.031376,-0.023504,-0.083477,-0.039819,-0.1227,0.0049419,-0.027549,0.65056,0.26517,0.10096,-0.11193,0.068193,-0.052752,0.026011,-0.041621,-0.0093603,0.52354,0.1404,0.029874,-0.032621,-0.06047,0.020566,-0.053559,0.0069229,0.45163,0.13806,0.019932,0.093463,0.11172,0.042353,-0.014276,0.35521,0.18963,0.061052,-0.0076499,0.040253,-0.025679,0.40817,0.13512,0.088331,-0.0092551,0.019426,0.40023,0.21603,0.084145,-0.034731,0.3785,0.14101,0.0010842,0.21744,0.06426,0.17302
